,0
1506,NNP NNP NNP NNP NNP NNP NNP NN NN IN NNP CC NNP CD NN NNP CC NN NN VBD RB RB NN IN DT NN IN NN IN DT NNP NNP .
1507,DT NN NNP VBD JJ IN NN PRP$ NN NN NN IN PRP VBD TO CD NNP NNP NNP NNP NN NN NN NN IN DT CD NN CD JJ NN IN DT NN NNP .
1508,"JJ NN IN DT NNP , NNP NN NN VBD TO DT NN IN DT NN NN : JJ NN NN NN ."
1509,DT NN NN VBD DT NNP NNP NN NN NN .
1510,"DT NN NNP VBD RB IN NNP JJ NNS NN VBD TO VB IN IN DT NN NN NN NN , JJ NN IN DT JJ NN NNS IN NNP POS NN NN ."
1511,CC DT NN NN TO DT NN .
1512,"NNP , WP VBD RB IN DT NN NN , CD NNS IN IN DT JJ NN IN CD NN IN DT NN NN , VBD NN IN DT CD NN ."
1513,"NNP , DT NN CD NNS IN IN JJ NN IN PRP$ JJ NN NN , VBD IN DT NN IN NN IN DT JJ NN IN NNP VBD CD RB ."
1514,"VBP PRP RB VBD VBG TO CD , POS JJ NN NNS DT JJS NN TO VB , JJ NN , JJ NN MD VB , POS NN VBD DT NN NNP , VBD NN ."
1515,VBD PRP VBD PRP$ NN CC PRP VBD NN IN NN IN IN : RB PRP MD VB IN RP DT NN CC VB NN .
1516,"VBP DT NNP NNP , DT JJ NNP NNP NNP NNS , VBD IN CD JJ TO RB VB DT NNP NNP ."
1517,"DT JJ NN VBD IN NNS IN DT JJ NN , WRB NNP , IN NNP CD NN NN IN DT NN NN IN DT NN , VBD DT NN TO CD NNS DT NN NN ."
1518,DT NN NN IN CD JJ TO NN NNS IN NN CC RB VBD PRP$ NN JJ NN IN NN WRB NNP VBD DT NN IN DT NN IN NN .
1519,VBP PRP RB NN IN NNP JJ CC PRP VBP VBG TO VB PRP VBP DT JJ NN .
1520,"PRP VBP PRP VBD DT JJ NN IN DT NN IN NNP , NNP VBD NNP ."
1521,NN CC PRP VBP PRP VBD RB RB WRB PRP VBD TO .
1522,"NNP NNP , WP$ NN VBD CD NNS IN VBD PRP DT $ CD NN CC NN IN DT NN POS NN IN DT NNP NN , VBD NNS CC NN NNS IN PRP$ NN CD NN , CD CD NN IN NN IN DT NN ."
1523,"DT NN NN NN VBD DT NN NNP CC NNP DT NNP NNP , WP VBD RB DT DT NN ."
1524,"VBP PRP VBP DT JJ NN , NN VBD DT NN NN ."
1525,"VBP PRP VBP PRP VBN RB RB NN , RB CD ."
1526,"VBP DT NN VBD IN DT NN NN , WDT DT NNP VBD VBD JJ TO DT NN IN DT NN ."
1527,VBP PRP VBP DT NN IN PRP VBP PRP DT NN .
1528,"PRP VBZ PRP RP , VBZ PRP VB PRP$ JJS NN , NNP NN VBD ."
1529,VBP PRP VBD DT IN PRP$ JJS NN IN NN WRB NN VBD VBN NN IN PRP .
1530,"IN NN VBD IN IN DT NN , PRP VBP NN NN VB VBG DT NN JJR NN ."
1531,NNP NN VBD RB VB NN POS NN .
1532,"VBP PRP VBZ RB JJ RB JJ , NNP VBD NN ."
1533,NN CC PRP VBP PRP VBZ RB IN .
1534,PRP VBP PRP VBN RB JJ .
1535,PRP VBD JJ TO NN IN NN .
1536,NNS VBD VBG RB RB .
1537,PRP VBD RB JJ NNS IN PRP RB RB .
1538,PRP VBD RB VB PRP$ NN .
1539,RB VBD PRP VBP RB VB DT NN IN PRP VBP IN DT NN .
1540,PRP VBP DT JJ IN IN POS WRB PRP VBP IN NN .
1541,PRP VBD RB VB JJ IN DT NN .
1542,"NN IN DT NN IN DT NNS , NNP NN NN NN TO DT NN , RB VBD PRP$ NN TO DT NN NN NN IN DT NN NN ."
1543,"VBP PRP VBP PRP$ NN , NN NN VBD IN DT NNS ."
1544,"NN IN DT JJ NN , PRP VBP VBP NN IN PRP ."
1545,IN PRP VBD PRP VBP PRP MD VB PRP DT JJ NN .
1546,NNP NNP NNP NNP NNP NN NNS .
1547,"NNP NNP NNP NN , DT NNP NNP NNP POS NN VBG NN IN DT NN CC CD IN DT JJS JJ NNS RB TO NN RP IN NN , RB NNP ."
1548,VBP VBD PRP$ JJ NN NN IN DT NNP NN .
1549,"DT NN NN NN NN , NN VBD IN NN NN IN NNP NNP ."
1550,"VBD PRP MD VB TO VB DT NN NN CC DT NN NNS IN NNP IN NN PRP IN PRP$ NN , NNP NN VBD ."
1551,"VBP IN PRP VBD PRP TO NN , PRP VBP VBG RB TO VB JJR NN IN PRP$ NN CC VBD JJ NNS WDT VBP VBN IN DT RB NN IN NN ."
1552,"NNP NNP NNP VBD CD IN DT JJS JJ NN IN NNP NN , NNP VBD NNP NNP NN NNP ."
1553,"VBD IN PRP$ CD NNS IN NNP , NNP VBD DT NN IN DT NN POS NN CC VBD JJ NNS NN TO NNS IN NNP IN RB IN IN DT NN ."
1554,"VBD DT NN NN IN CD , NNP VBD NNP NNP NNP NNP NN NN IN NNP NN CC CD NN ."
1555,NN VBZ RB VBN VBN IN DT NN .
1556,NNP NN : VBG NNS IN JJR NN JJ .
1557,"NNP , RB VBD VBG NNS IN DT $ CD CD JJR NN VBD IN DT NN , CD NNS CD NNP CD NN IN DT JJ NN IN NNP NNP NNS NNP IN NNP NN : CD CD NN NNP NNP NNP CD NNP NN , NNP NN , NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NN , NNP NNP , NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP NNP : NN VBZ NN IN NNP , NNP NNP NNP CD ."
1558,"NNP , NNP NNP NNP NN VBD DT NN CD TO VB DT NN NN IN DT JJ NN IN DT $ CD CD JJR NN JJ NNP IN CD NNP CD NN NN IN PRP$ JJ CD ."
1559,"RB VBD CD NN RB IN NNP NNP CC CD RP IN NNP NN , NNP NN CC CD NN ."
1560,"NNP , WP VBD VBP NNP IN NNS DT NN JJ NN NNP NN NN , RB VBP DT NN NN ."
1561,PRP VBD IN DT NN CC DT NN NN NN IN VBD PRP CD NN IN DT NN .
1562,"NNP NN VBD DT NN NN PRP VBP VBD IN DT JJ NN , NNP NN VBD ."
1563,"VBP NN , PRP VBD TO NN NN ."
1564,NNP PRP VBD : VBP PRP VBD PRP VBD RP RP TO DT JJ NN .
1565,PRP VBD DT NN NN .
1566,PRP VBP IN DT JJ NN .
1567,"NNP NNP , WP VBD PRP$ NN DT NN NN NN , NN VBD IN CD NN IN DT JJ NN NN ."
1568,"VBD PRP RB VBD NNS VBG IN DT NN NN , NNP PRP VBD ."
1569,VBD PRP VBD PRP$ JJS NN IN DT RB JJ NN .
1570,PRP$ JJ NN VBZ VBN IN PRP VBP VBD TO VB PRP RB RB .
1571,DT POS RB VBD DT JJS NN IN PRP$ NN .
1572,"DT IN DT , NNP NNS POS VBN DT JJ NN ."
1573,"NNP NNP , WP VBD IN CD NN IN DT NN NN NN IN NNP NN IN NNP POS NN , VBZ CD NN NNP NNP NN , CC NN IN DT CD NN NN ."
1574,"NN , WP$ JJ NN VBD IN DT CD NNP NNP CC NNS JJS VBP DT NN VBD DT NN NN IN DT NN JJ IN NNP , VBD DT NN JJ NN CC VBD CD NN TO CD NN NN IN JJ NN ."
1575,"VBP DT NN IN DT NN , VBD PRP VBD ."
1576,VBD RB PRP VB RBR NN IN DT .
1577,"NNP NN VBD IN DT NN IN CD NNS IN CD IN , VBG CD NNP NNP NN , WP -NONE- IN JJ IN JJ NN POS NNP NNP IN NNP , CC JJ NNP NNP NNP VBD NNP ."
1578,VBG NNP NNP VBD VBP DT NN NN CC VBD CD NN NN .
1579,"NNP NN , DT RB NN NN IN DT NNP NN , VBD DT NN IN VBZ DT NN NN IN NNP JJ NN ."
1580,"NNP NNP , NNP NNP CC NNP NN , WP VBP IN DT NN IN DT JJ CD IN DT NN NN , RB VBD DT NN IN ."
1581,NNP NNP : NNP POS NN NN POS NN RB RB IN NN .
1582,"RB VBP NNP NNP NNP NNP NN NN MD VB IN JJ NNP NN NN IN NNP POS NN IN JJ NNP IN NNP , NNP POS NNP NN NN , VBD DT JJ IN CD NN IN VBP PRP$ NNP NN POS NNP NN ."
1583,"RB VBP PRP$ NN IN NNP POS NN IN NNP , IN NNP , CC NNP POS NNS IN DT NNS IN VBG PRP VBD VBN PRP$ NN ."
1584,CC DT VBD RB VB PRP IN VBG DT JJ NN .
1585,NNP NNP NNP NNP CD NN IN NN IN JJ NN .
1586,VBP NNP NNP VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NN IN DT JJ NN IN DT JJ NN NN IN NN IN DT RBS JJ NN NN IN DT NN IN NNP .
1587,"NNP IN DT NN IN JJ NNP NNP NNP IN DT NNP NNP NNP NN , NNP VBD DT JJ NN IN DT CD NN CC VBD IN NNP POS JJ NN TO VB IN NN NN IN JJ NNS ."
1588,"NNP , WP VBD DT NN NN IN NN IN PRP$ NN TO NN IN NNP , MD RB VB PRP$ JJ NN CC VBD TO VB IN JJ IN DT JJ NN ."
1589,NNP POS NNP NNP VBD JJ IN NN IN NNP NN IN NN .
1590,"JJ NNP NNP , WP VBD VBZ IN DT NNP NNS , VBD DT NN IN NNP VBD VBG NN TO VB DT CD IN NNP ."
1591,RBR DT NN PRP RB VB NNP NNP NNP IN NNP .
1592,"NNP , NNP CC VBZ DT JJ TO DT JJS JJ NN IN DT NN , DT NN CD ."
1593,IN DT NN IN NNP VBD NNP CD RB NN NN RB TO CD .
1594,PRP VBD VBN NN TO DT NN TO VB DT JJ NN TO VB DT NN NN IN NN NN POS CD NN NN IN DT NN NN IN DT JJ NN NN .
1595,"VBP NN DT NN VBD DT RBS JJ NN IN PRP , NN NN VBD ."
1596,"IN DT NN NNPS NNP NNP NNP VBD VBD NN IN NN NN IN DT NN POS CD , NNP VBD TO VB NN NN NNP NN , WP VBD JJ IN NN ."
1597,NNP NNP NNP NNP NNP CD NNS .
1598,"NNP VBP VBG NNS IN DT NNP NNP NNP NNP NN IN NNP : NNS POS CD NN NNS NN NN NN NNP NNP CD CD NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP VBD NNP NNP CD NNP NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP POS CD NN NN NN NN NN NN CD CD NNS CD NN NN NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNS POS JJ NN NNS NNP NN VBP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN NNS NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNS POS NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN CD NN NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNS POS NN CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN NN NNP NNP NNP CD CD CD NNS NN NN NN NN NN NN NN NN CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNS POS NN NN NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NN NN NN NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNS POS CD NN NN NNP NNP NNP CD CD CD NNS CD NN NN NN NNP NNP NNP NNP NNP NN VBD CD NNP NNP NNP NNP NN CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NN NNS NN NN VBD NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP POS CD NN NNP NNP NNP NNP NNP NNP NNP CD CD CD NNS NNP NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NN NN IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNS POS NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD JJ NNS POS CD NN NN IN NN NN NN CD CD NNS IN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP POS NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NN NN NN NNS NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN NN NNP NNP NNS POS NN NN NN NN NN NN NN NN NNP NNP NNP NN , NNP NNP NNP NNP NNP , NN NN NNP NNP NN , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP CD NN , NNP NNP NNP CD NN , NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NN , NNP NNP NNP NNP CD , NNP NNP NNP NNP NN , NNP NNP NNP NNP NNP NNP NNP NNP : CD NNP NN NNS NNP , JJ NNS ."
1599,NNP VBD NN VBD IN NN IN NN NN JJ NN IN NNP IN NNP NN NN NN IN DT NN JJ NN IN NN IN NNP .
1600,DT NN NN VBD VBN -NONE- JJ NNS VBD $ CD NN IN NN NN CC NNP NN NN NN IN CD NNS .
1601,PRP VBD VBN RP IN NN DT NN CC RB VBD PRP$ NN NN TO NN .
1602,"NNP NN MD VB NN IN CD VBG NNS IN VBP DT NN IN DT NN IN PRP VBD IN DT JJ NN , IN NNP NN VBD NN IN CD NN IN DT NN NN RB IN NN VBD RB JJ ."
1603,NNP VBD DT NNP CD RB JJ NNS TO CD JJ NN .
1604,PRP VBD DT NN NN IN NN CC VBD IN DT NN NN .
1605,"NNP NNP NNP NNP , NNP TO CD IN NN ."
1606,RB NNP NNP NNP NNP NNP NNP CC NNP NNP NNP NNP NNP MD DT VB NN IN DT NN NN NN IN DT NN NN IN NN IN NNP CD .
1607,DT NNP NNP NNPS NNS VBD IN -NONE- IN DT NN NN VBD VBN NN TO VB DT NN POS NN NN RB RB IN DT NNS POS JJ NN IN DT NN CD NN NN IN DT NN NN CD NN .
1608,NNP NNP NNP NNP NNP NNP VBZ VBN IN JJ VBG NN TO VB NN IN DT NN NN : DT NN NN NN NN IN PRP VBD IN DT NN IN DT NN : CD NNS IN DT JJ NN JJ IN NN .
1609,NNP VBD VBN IN CD : NN WP NN IN NN VBP PRP NN IN VBG TO DT NN CD NN JJ IN NN WRB EX VBZ DT NN IN NN TO VB CC NN TO VB DT NN TO VB IN DT NN NN . NN NNP NN : NN TO CD CD .
1610,"NNS , NNP NNP NNP NNP NNP NNP NN VBZ TO CD NN NNP NNP NN NN NNS , DT NN VBD IN NNP ."
1611,"NNP , WP -NONE- IN NNP CC NNP NNP NN , VBZ IN IN NNP NNP WP VBD VBN IN NNP IN CD POS NN NN TO VB NN IN DT NN ."
1612,NNS VBP VBN JJ TO VB DT IN PRP$ CD NN NN VBD DT NN CC VBP VBG DT NN NN IN DT NN .
1613,NNP NNP NNP NNP POS NN NNS TO VB .
1614,"NNP NNP JJ NNP NNP NNP NNP NNP , NN TO CD IN CD IN WP VBD VBN TO VB DT NN NN NN , VBZ VBN NN TO VB DT NN NN IN DT NN , VBN VBD IN -NONE- ."
1615,DT NN NN NN VBD DT NN MD VB VB IN $ CD .
1616,"NNP , NNP , NNP NNP IN NNP IN DT $ CD CD NN IN JJ VBP VBN VBN RB JJR NN CD NNS CC WDT VBZ VBN VBN NN IN NN IN NNP JJ NN ."
1617,DT NN VBD JJ NN NNS IN DT NN NN NN DT VBG NN CC VBZ IN CD TO VB DT NN IN VBD PRP DT NN IN NN .
1618,"DT NN TO VB NNP NN NN , WP VBD RP IN NN NN NN NN JJ NN , IN PRP$ JJ NN IN NNP , NNP NNP ."
1619,NNP NNP : NN NN NNP NNP IN CD NN .
1620,NNP NNP VBP NN NNP NNP IN CD NN IN DT JJ NN IN DT NN NN NNP NNP NNP CD NN NN NN NN IN NNP .
1621,"NNS : NNP NN IN CD NN , NNP NN NN IN NNP NN ."
1622,NNP NNP NNP NNP NNP NNP NNP NN .
1623,"NNP NNP NN IN DT JJ NN NN NNP NNP NNP IN NNP CC NNP NN IN NNP : NNP NNP NNP NNP CC NNP NNP CD NNP NN NN IN CD NN NN NN NNP NNP NNP CD NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP CD NNP CD RB IN CD NNS NN NNP NNP NNP NNP CD JJ NN NN NN NNP NN CD NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP CD CD CD RB IN CD NN NN NN NN NN CD NN NN CD NN , CD NN NN CD NN IN NN : NNP NN NNP NNP NNP NNP NNP NN NN ."
1624,"NNP : NNP NN , RB NN NN , NNP NN , NNP NN , NNP NN , NNP NN ."
1625,"NNP NNP NNP NN NN NNP NNP NNP CD NNP NNP NNP NNP NNP CD NN NNP VBD IN CD CD CD RB IN NN NN NN NN NNP NN -NONE- NN NNP NNP NNP NNP CD NNP NNP NNP NN CD NN NN RB IN CD NN NN NN NN NN NN CD JJ NN CD NN , NNP NNP NNP CD NN IN NNP : NNP NNP NNP NNP NNP NN ."
1626,"VBD RB NNP : NNP , NN , NN ."
1627,"NNP : NNP NNP NNP , NN NN , NNP NN , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NN ."
1628,"NN IN DT NNS : NN NNS NN JJ NN NNS : NNP NNP NN , NNP CD ."
1629,NNP NNP NNP NNP NN IN CD NN NN NN NN .
1630,NNP NNP NNP NN NNS IN CD NN IN PRP$ CD NN IN NN NN IN DT JJ NN NNS VBP NNS IN DT NNP NNP NNP NNP IN NNP .
1631,NNP NNP NNP NNP NNP NN CC NN TO CD .
1632,NNP NNP NNP VBD DT NN CC JJ TO VB IN CD NN IN DT JJ NN NNS VBP NN NNS IN DT NNP NNP NNP NNP IN NNP .
1633,"NNS : NNP : NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NN , NNP NN ."
1634,"NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NN , NNP NN , NNP CD NN , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NN ."
1635,NNP NNP NNP NN NN NN IN NN .
1636,"RB VBP NN VBN NN NN NNP VBD PRP RB VBD JJ NN , IN JJ NN VBG IN CD NN TO CD CD NN ."
1637,"CC DT NN VBD NN CC DT NNP JJ NN IN DT NN VBD NN NNS IN NNS , VBG NNS RB IN PRP$ NN IN NN CD NN ."
1638,"NNP POS JJ NN VBD TO VB NN IN NN IN NN NN IN DT JJ NN IN CD , DT NN NN TO DT NNP NNP NNP VBD ."
1639,"NN , VBN IN DT NNP NNP NNP IN NNP , NNP NN NN NN , NN IN DT NN NN NN CC JJ NN ."
1640,"NN IN DT JJ CD NNS IN CD PRP VBD IN VBG DT NN IN PRP$ NN CC NNS IN JJ CC VBZ DT NN IN PRP$ NNS , VBP DT NN VBD ."
1641,"IN NNP TO NNP NNP VBD JJ NN IN PRP$ NN , RB IN JJ NN IN DT JJ NN JJ NN ."
1642,DT NN VBD JJR IN NN NN CC VBG JJ NNS CC NN NNS RB VBN NNS .
1643,"NNP NN , RB VBN IN CD NN IN NNP , VBD VBN NN IN NNP , JJR IN DT NN NN NN IN CD NN ."
1644,DT CD NN NN NN TO VB NN IN NNP .
1645,"DT NN NN VBZ VBN RB JJ DT NN , CC VBZ RB VBN IN DT NN NN IN NN TO DT NN , RB IN DT NN JJ NN IN NNS VBP VBZ RBR NN ."
1646,": NNP NN , NN NN NN NN NN JJ NN NN IN CD NN CD ."
1647,"RB VBP DT NNP NNP IN NNP NNP IN NNP DT NN NN NN IN NNP , DT NNP VBD ."
1648,: NN NN NN CD NN NN NN
1649,"NNP NN : NNP VB JJ NN , NNP IN NN NN ."
1650,"NNP NNP NNP , NNP NNP NNP NNP NNP VBD DT NN IN PRP$ JJ NN NN IN DT JJ NN NN IN NN IN DT NN NN NN NNS IN NNP ."
1651,"CC NNP VBD PRP$ NN VBP PRP IN DT JJ NN IN DT NN , CD TO DT NN NN NN TO VB NN ."
1652,NNP VBD JJS IN DT NNS CC VBD JJ NN JJ IN DT NN NN WRB NNP NNP NNP NN VBD NN IN DT NN JJ NN TO VB DT NN IN DT JJ NNP NNP CC IN DT JJ NN .
1653,"NNP NN VBD JJ IN DT NN IN NNP NN , VBG DT NN VBD NN NN IN RB IN DT NN ."
1654,DT JJ NNP NN VBD NN IN DT JJ NN NN NN IN DT JJ NN .
1655,"IN VBZ DT JJ NNS VBD CD NNS RB , NN VBP IN DT NN IN NNS ."
1656,CD NN IN JJ NN IN DT JJ CD NNS VBD NNP TO VB IN IN CC NN DT CD NNS IN PRP$ NN NN IN NN .
1657,"NNP RB VBP DT NN IN DT NN NN , VBG TO VB DT NN NN NNS VBD DT NN NN WDT VBP VBP NN VBD TO VB CD CC RB VBD TO VB IN DT NN ."
1658,PRP VBD DT JJ JJ NN IN NN IN CD NNS .
1659,NNP NNP NN VBD TO VB DT JJ NN IN DT NN IN DT NN NN CC RB VBD TO VB PRP IN DT JJ NN IN NN POS NN .
1660,NNP NN VBD VBN VBP DT NN IN DT NN NN IN DT JJ NN .
1661,NNP RB RB VBP TO DT NN NN NN IN JJS IN DT NN CC RB VBP DT NN NN .
1662,NNP VBD IN NN VBP VBD PRP VBD .
1663,NNP NNP NNP NNP VBD : POS POS DT NN JJ NN VBD JJ IN PRP .
1664,DT NN NN JJ CC RB NNP NNP CC VBD JJ NNS WDT VBD PRP RB IN PRP .
1665,"POS POS NNP , NN IN DT NN NN IN NNP CC VBD NN IN DT NN IN NNP , VBP VBG TO VB PRP$ NN RB ."
1666,RB NNP NNP NN CC NNP NNP VB IN NNP IN NNP IN NNP DT NN .
1667,DT CD NNS VBP NN IN CD NN DT IN CD NN .
1668,NNP NNP NNP : NN IN IN NNS IN DT NN .
1669,NNP NNP NNP NNP NNP NN IN NNS IN PRP$ JJ IN NN IN CD JJR IN DT NN IN DT NN NN VBD PRP VBD VBG VBG NNS IN NN .
1670,"NNP , WP NNP NNP NNP VBD VBD JJ TO NN IN NNP NN , VBD VBN IN DT NN NN NN RB CD IN DT NN VBN NN IN NNP IN CD JJ NN ."
1671,"NNP NN VBZ IN IN NN CC NN VBD PRP VBD VBN RB NNP NN NN , WP VBD VBN NN IN DT NNP NN IN CD NNS IN IN DT JJ NN ."
1672,"RB VBD PRP$ NN IN DT CD NNP NNP , WRB PRP VBD NN IN VBG VBD IN DT NNS NN WDT NNP NNP IN DT NN NNS ."
1673,NNP VBD PRP VBD VBN DT NN CD NNS IN IN DT NN .
1674,"VBD PRP VBD DT NN NN IN DT JJ NN , NNP NNP VBD ."
1675,VBD PRP VBD PRP MD VB JJ TO VB PRP RB CC PRP VBD PRP MD VB JJ .
1676,PRP VBP RB VBZ DT JJ NN IN PRP TO VB .
1677,"NNP NNP : NNP NNP , NNP NNP , NNP NN , NNP NN , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , VBD NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , VBD CD ."
1678,NNP NN : RB NN VBP NNP NNP IN NN .
1679,"NNP , NNP NNP NNP VBD CD NN IN DT JJ CD NNS CD NNS NNP DT NN NN JJ NN NN IN NN IN NNP ."
1680,RB VBP VBD DT NN IN DT NN NN IN DT NN NN NN IN NNP NNP NN VBD DT NN NN IN VBD DT NN TO NNS IN PRP$ NN .
1681,PRP VBD DT JJ NN JJ NN IN CD NNS .
1682,NNP NNP NN VBD TO VB DT JJ NN IN DT NN IN DT NN NN CC RB VBD TO VB PRP IN DT JJ NN IN NN POS NN .
1683,NN VBD VBN DT NN IN PRP$ JJ JJ NN IN DT JJ NN .
1684,RB VBD VBD DT NN IN DT NN IN NN NN IN DT JJ NN NN IN NNP NNP POS NN .
1685,NNP RB RB VBP TO DT NN NN NN CC VBD DT NN NN IN NN IN DT NN NN .
1686,"DT JJ JJ , VBD VBD DT JJ JJ NNS , RB IN NNP NN POS NN CC RB VBD DT NN NN NN ."
1687,"NN VBZ RB RB IN NN IN DT NN NN , VBD IN PRP$ NN IN DT NN ."
