,0
204,NNP NN DT JJ NNP NNS NNP . NNP NNP NNP NNS IN NNP NNP NNP NNP VBD IN NNP NNP NNP NN IN NNP NNP : NNP NNP NNP NNP NNP NNP CD NNP CD NNP CD NNP CD NNP NNP CD NNP CD NNP CD NNP NNP NNP NNP CD NNP NNP CD NNP CD CD CD VBZ CD NNP CD NNP CD CD CD NNP NNP CD NNP CD NNP CD NNP NNP CD
205,"NNP NNP DT NNP , NNP NNP NNP NNP IN DT NNP . NNP NNP NNP NNP NNP NNP NNP NNP VBD IN NNP CC NNP NNP NNP NNP CC NNP NNP VBD RB RB NNP IN DT NN IN NN IN DT NNP NNP . DT NNP NNP VBD NNP IN NNP PRP$ NNP NNP VBD IN PRP VBD TO NNP NNP NNP NNP NNP NNP NNP NNP NNP IN DT CD NN CD JJ NN IN DT NN NN . JJ NN IN DT NNP , NNP NNP NNP VBD TO DT NN IN DT NN NN : JJ NN NNP NNP . DT NNP NNP VBD DT NNP NNP NNP NNP NNP . DT NNP NNP VBD VBN IN NNP JJ NNP NNP VBD TO VBN IN IN DT NNP NNP NNP NNP , JJ CD IN DT JJ CD NNP IN NNP POS NNP NNP . CC DT NN NN TO DT NNP . NNP , WP VBD RB IN DT NNP NN , CD VBZ RB IN DT JJ NN IN NNP NNP IN DT NNP NNP , VBN NNP IN DT JJ NN . NNP , DT NN CD NNS IN IN JJ NNS IN PRP$ NNP NNP NN , VBD IN DT NN IN NNP IN DT JJ NN IN NNP VBD NNP IN . NNP PRP RB VBD VBG TO NNP , POS NNP NN VBZ DT JJS NN TO NNP , NNP NNP , RB NN MD VB , POS NNP VBD DT NNP NNP , VBD NNP . NNP PRP VBD PRP$ NNP CC PRP VBD NNP IN NNP IN DT : RB PRP MD VB VBN RP DT NNP CC VBN NN . NNP DT NNP NNP , DT JJ NNP NNP JJ NNP , VBD RP CD NNP TO RB NNP DT NNP NNP . DT JJ NN VBZ IN CD IN DT JJ NN , WRB NNP , IN VBG CD NN NN IN DT VBN NN IN DT NN , NNP DT NN TO VB NNP DT NNP NN . DT NN NN IN CD NNP TO NN CD IN NNP CC RB VBZ PRP$ NNS NN NN IN PRP WRB NNP VBD DT NN IN DT NNP IN NNP . NNP PRP RB NN IN NNP NN CC PRP VBD NNS TO VB PRP VB DT RB NN . PRP VBP PRP VBD DT JJ JJ IN DT NN IN NNS , NNP VBD NNP . NNP CC PRP VBP PRP VBD RB RB WRB PRP VBD TO . NNP NNP , WP$ NNP VBZ CD NNS IN VBD PRP DT $ NN NN CC NN IN DT NN POS NN IN DT NNP NNP , VBD NNP CC NNP NNS IN PRP$ NNP CD NN , CD JJ NN IN NNP IN DT NNP . DT NNP NNP NN VBD DT NNP NNP CC NNP DT NNP NNP , WP -NONE- RP DT DT NN . NNP PRP VBP DT NNP NN , NNP VBD DT NNP NNP . NNP PRP VBP PRP VBP RB RB NNP , RB VBN . NNP DT NN NN IN DT NNP NNP , WDT DT NNP VBD NNP JJ TO DT NN IN DT NNP . NNP PRP VBZ DT NN IN PRP NNP PRP DT NN . PRP MD PRP RP , VBZ PRP VB PRP$ JJS NNP , NNP NNP VBD . NNP PRP VBP DT IN PRP$ JJS NN IN NNP WRB NNP VBD VBN NNP IN PRP . IN NNP VBD IN IN DT NN , PRP VBP NN NN VB VBG DT NN RBR NNP . NNP NNP VBD RB NNP NNP POS NNP . NNP PRP VBZ RB VBG RB JJ , NNP VBD NNP . NNP CC PRP VBP PRP VBZ RB IN . PRP VBP PRP VBP RB JJ . PRP VBD JJ TO DT IN NN . NNS VBD VBG RB RB . PRP VBD RB JJ NNS IN PRP RB VBZ . PRP VBD RB VB PRP$ NN . NNP NNP PRP VBP RB VB DT NN IN PRP VBP IN DT NN . PRP VBP DT NN IN IN POS WRB PRP VBP IN NN . PRP VBD RB VB JJ IN DT NN . NNP IN DT NN IN DT NN , NNP NNP NNP NNP TO DT NN , RB NNP PRP$ NN TO DT NNP NNP NN IN DT NNP NNP . NNP PRP VBP PRP$ NN , NNP NNP VBD IN DT NNS . VBP IN DT JJ NN , PRP VBP NNP NNP IN PRP . IN PRP VBD PRP NNP PRP MD VB PRP DT JJ NN . NNP"
206,"NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP , DT NNP NNP NNP POS NNP NNP NNP IN DT NNP CC CD IN DT RBS JJ NNS CD TO VB RP IN NNP , NNP NNP . NNP VBD PRP$ JJ NNP NN IN DT NNP NNP . DT NNP NNP NNP NNP , NNP NNS IN NNP NNP IN NNP NNP . NNP PRP MD VB TO NNP DT NNP NNP CC DT NNP NNS IN NNP IN NNP NNP NNPS PRP$ NN , NNP NNP VBD . NNP IN PRP VBZ PRP TO VB , PRP VBP VBG RB TO VB JJR NN IN PRP$ NN CC NNP JJ NNS WDT VBP VBN IN DT NNP NNP IN NNP . NNP NNP NNP VBD CD IN DT JJS NNP NNP IN NNP NN , NNP VBD NNP NNP NNP NNP . NNP IN PRP$ CD NNS IN NNP , NNP VBD DT NNP IN DT NNP POS NNP CC VBD JJ JJ NNS TO NNS IN NNP RB RB IN IN DT NNP . VBP DT JJ NN IN CD , NNP VBN NNP NNP NNP NNP NNP NNP IN NNP NNP CC NNP NNP . NNP VBZ RB VBN VBN IN DT NN ."
207,"NNP NNP DT VBG NNS IN JJR NNP NNP . NNP , NNP NNP VBG NNS IN DT $ CD CD JJR JJ JJ IN DT NNP , NNP NNP NNP NNP NNP NN IN DT JJ NN IN NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP"
208,"NNP NNP NNP NNP VBZ NN IN NNP , NNP VBZ NNP NN . NNP , NNP NNP NNP NNP VBD DT NNP CD TO NNP DT NNP NN IN DT NN NN IN DT $ CD CD JJR NNP NNP NNP IN NNP NNP NNP VBN NNP IN PRP$ JJ NN . NNP VBD CD NNP RB IN NNP NNP CC CD RP IN NNP NNP , NNP NNP CC NNP NNP . NNP , WP -NONE- NNP NNP IN NNP DT NNP JJ NNP NNP NNP NNP , RB NNP DT NNP NN . PRP VBD IN DT NN CC DT NN NN NN WDT VBD PRP CD NN IN DT NN . NNP NN VBD DT NNP NNP PRP VBP VBD IN DT JJ NN , NNP NNP VBD . NNP NN , PRP VBD TO CD NNP . NNP PRP VBD : NNP PRP VBD PRP VBD RP RP TO DT JJ NN . PRP VBD DT VBN NN . PRP VBP IN DT JJ NN . NNP NNP , WP -NONE- PRP$ NNP DT NNP NNP NNP , NNP VBD IN CD VBN IN DT JJ NN NNP . NNP PRP RB VBN NNS VBG IN DT JJ NN , NNP PRP VBD . NNP PRP VBD PRP$ JJS NN IN DT RB JJ NN . VBD JJ NN VBZ VBN IN PRP VBP VBD TO VB PRP RB RB . WDT VBZ RB VBN DT JJS NN IN PRP$ NN . DT IN DT , NNP JJ VBZ VBN DT JJ NN . NNP NNP , WP -NONE- IN CD NN IN DT NN NN NN IN NNP NNP IN NNP POS NNP , VBZ CD NN NNP NNP NNP , CC NN IN DT NNP NNP VBZ . NNP , WP$ RB CD VBD IN DT CD NNP JJ CC WP$ JJS VBZ DT NN VBD DT VBN -NONE- IN DT NNP NNP IN NNP , NNP DT NNP JJ NN CC VBD CD NNP TO NNP NNP NNP IN NNP NNP . VBZ DT NNP IN DT NN , NNP PRP VBD . NNP RB PRP VB JJR NN IN IN . NNP NNP VBD IN DT NN IN CD NNS IN CD IN , VBG NNP NNP NNP NNP , WP -NONE- IN JJ IN JJ NN POS NNP NN IN NNP , CC JJ NNP NNP NNP NNP NNP . NNP NNP NNP NNP VBD DT NNP NNP CC VBD CD NNP IN . NNP NNP , DT RB VBN NN IN DT NNP NNP , NNP DT NNP IN NNP DT NNP NN IN NNP JJ NNP . NNP NNP , NNP NNP CC NNP NNP , WP -NONE- RP DT NN IN DT JJ CD IN DT NN NN , RB VBD DT NN NNS ."
209,"NNP NNP DT NNP POS NNP NN POS NN RB RB IN NNP . NNP NNP NNP NNP NNP NNP NNP NNP MD VB IN NNP NNP NNP NNP IN NNP POS NN IN JJ NNP IN NNP , NNP POS NNP NNP NNP , VBD DT JJ IN CD NN IN NNP PRP$ JJ NN POS NNP NNP . NNP VBZ PRP$ NNP IN NNP POS NN IN NNP , IN NNP , CC NNP POS NN IN DT JJ IN NNP PRP VBD VBN PRP$ NN . CC DT VBD RB VB PRP IN VBG DT NNP NN ."
210,"NNP NNP DT NNP VBZ NNP IN NN IN JJ VBZ . NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP IN DT JJ NN IN DT JJ NNP NN IN NN IN DT JJS VBD NNP NNP IN DT NN IN NNP . RB IN DT NN IN JJ NNP NN NNS IN DT NNP NNP NNP NN , NNP VBD DT JJ NN IN DT CD NNP CC VBD IN NNP POS JJ NNP TO VB IN NNP NNP IN JJ NNS . NNP , WP -NONE- DT NN NN IN NNP IN PRP$ NN TO VB IN NNP , MD RB VB PRP$ JJ NN CC VBD TO VB IN JJ IN DT JJ NNP . NNP POS JJ NN VBD JJ IN NNP IN NNP NNP IN NNP . JJ NNP NNP , WP -NONE- VBP IN DT NNP NNP , NNP DT NNP IN NNP VBZ VBG NNP TO VB DT CD IN NN . JJR DT NN PRP RB VBZ NN IN NNP IN NNP . NNP , NNP CC NNP DT NNS TO DT JJS JJ NN IN DT NNP , DT NN CD . IN DT NN IN NNP VBD NNP CD NNP VBZ VBG RB TO CD . PRP VBD VBN VBN TO DT NN TO VB DT JJ NN TO VB DT NNP NNP IN NNP NNP POS CD NN NNP IN DT NNP NNP IN DT JJ NNP NN . NNP VBZ DT NN VBD DT RBS JJ NN IN PRP , NNP NNP VBD . IN DT NNP NNS NNP NNP NNP NNP NNP VBN IN NNP NN IN DT NNP POS CD , NNP NNP TO NNP NNP NNP NNP NNP , WP VBD JJ IN NNP ."
211,"NNP NNP DT NNP VBZ NNP NNP . NNP NNP VBG NNS IN DT NNP NNP NNP NNP NN IN NNP : NNP POS CD NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS NNP NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NN VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP"
212,"NNP NNP DT CD NNP NNP NNP NNP , NNP VBN . NNP NNP NNP VBD RP RB IN NNP NNP NNP NNP IN NNP IN NNP NNP NNP NNP IN DT NNP JJ NN IN NNP IN NNP . DT NNP NNP VBD VBN -NONE- JJ NNP NNP $ NNP NNP IN NNP NNP CC NNP NNP NNP NNP IN CD NNP . PRP VBD VBN IN IN NNP DT NNP CC RB VBD PRP$ NN NNP TO VB . NNP NNP MD VB VBN IN CD VBN NNS IN NNP DT NNP IN DT NN IN PRP VBZ IN DT NNP NN , IN NNP NNP VBD VBN IN CD NNP IN DT NNP NN RB IN NNP VBD RB CD . NNP VBD DT NNP CD NN NNP NNS TO CD CD NNP . PRP VBD DT NNP NNP IN NNP CC CD IN DT NNP NNP ."
213,"NNP NNP DT NNP , NN TO VB IN NNP . NNP NNP NNP NNP NNP NNP NNP CC NNP CD NNP NNP NNP MD VB JJ NN IN DT NNP JJ NN IN DT NNP NN IN NNP IN NNP CD . DT NNP NNP NNP NNP VBD IN -NONE- IN DT NNP NNP VBD VBN -NONE- TO VB DT NN POS -NONE- NN RB RB IN DT NNP POS JJ VBP IN DT NNP CD NNP NNP IN DT NNP NNP NNP NNP . NNP NNP NN NNP NN NNP VBZ VBN IN JJ NNP NNP TO VB NN IN DT NNP NN : DT NN NNP NNP VBZ IN PRP VBZ IN DT NNP IN DT NNP : CD NNS IN DT JJ NNP JJ IN NNP . NNP VBD VBN IN NNP : NNP WP NN IN NN VBP PRP VBP IN VBG TO DT NNP NNP NNP JJ IN NN WRB EX VBZ DT NN IN NN TO VB CC -NONE- TO VB DT NN TO VB IN DT NNP NNP . NNP"
214,"NNP NNP DT NNP TO NNP RB . JJ , NNP NNP NNP NNP NNP NNP NNP VBZ TO NNP -NONE- JJ JJ NN NN NN , DT NN VBD IN NNP . NNP , WP -NONE- IN NNPS CC NNP NNP NNP , VBZ IN IN NNP NNP WP VBD VBD IN NNP IN NN POS NN NNS TO NNP NNP IN DT NNP . JJ VBP VBN JJ TO VB DT IN PRP$ CD NNP VBP VBD DT NN CC VBP VBG DT NNP NN IN DT NN ."
215,"NNP NNP DT NNP POS NNP NNS TO NNP . NNP NNP JJ NNP NNP NNP NNP NNP , NNP TO CD IN CD IN WP VBD VBN TO VB DT NN NN NN , VBZ VBN VBN TO NNP DT NN NN IN DT NN , NNP VBD IN NNP . DT NNP NNP NNP VBD DT NN MD VB VBN IN $ NNP . NNP , CD , VBD CD IN NNP IN DT $ CD CD CD IN JJ VBP VBN VBN RB JJR NN NN NNS CC WDT VBZ VBN VBN VBN IN NNP IN VBN NNP NNP . DT NN VBD JJ NN NN IN DT NNP NN NN DT VBG NN CC VBZ IN NN TO VB DT NN WDT -NONE- PRP DT NN IN NNP . DT NN TO NNP NNP NNP NNP , WP VBD RP IN NNP NNP NNP NNP JJ NN , IN PRP$ JJ NNP IN NNP , NNP NNP ."
216,"NNP NNP DT NNP NNP VBZ NNP IN CD NNP . NNP NNP NNP NNP NNP NNP IN CD NNP IN DT JJ NN IN DT NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP IN CD . NNS : NNP NNP IN CD NNP , NNP NNP NNP IN NNP NNP ."
217,"NNP NNP DT NNP NNP NNP NNP NNP . NNP NNP NNP IN DT JJ NNP NNP NNP NNP NN IN NNP CC NNP NNP IN NNP : NNP NNP NNP NNP CC NNP NNP CD NNP NNP VBD RP CD NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP RB IN CD NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP CD NNP NNP RB IN CD NNP NNP NNP NNP NNP NNP NNP NNP CD NNP , CD NNP NNP NNP NNP IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP : NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP VBZ RP CD NNP NNP RB IN NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP NNP CD NNP NNP NNP NNP CD NNP NNP RB IN CD NNP NNP NNP NNP NNP NNP CD NNP NNP CD NNP , NNP NNP NNP NNP NNP IN NNP : NNP NNP NNP NNP NNP NNP . VBD RB VB : NNP , NNP , NNP . NNP : NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP . CD IN DT NN : NNP RB NNP IN NN NN : NNP NNP NNP , NNP CD ."
218,NNP NNP DT NNP NNP IN CD NNP NNP NNP NNP . NNP NNP NNP NNP NNP IN CD NNP IN PRP$ CD NNP IN NNP NNP IN DT JJ NNP VBN NNP NN IN DT NNP NNP NNP NNP IN NNP .
219,"NNP NNP DT NNP NNP NNP CC NN TO VB . NNP NNP NNP VBD DT NNP CC NN TO VB IN NNP NNP IN DT JJ NNP VBN NNP NNP NN IN DT NNP NNP NNP NNP IN NNP . NNPS : NNP NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP ."
220,"NNP NNP NNP NNP NN NN IN NN . NNP NNP NNP NNP NNP NNP NNP VBD PRP RB VBD JJ NN , IN JJ NN VBG IN VBD NN TO NNP CD NNP . CC DT NN NN NN CC DT NNP JJ NN IN DT NNP VBD NN NNS IN NNS , JJ NNS RB IN PRP$ NN IN CD CD NNP . NNP POS JJ NN VBD TO NNP NNP IN NN IN NNP NNP IN DT NN NN IN NNP , DT NN NN TO DT NNP NNP NNP VBD . NNP , VBN IN DT NNP NNP NNP IN NNP , NNP NN NNP NNP , NN IN DT NNP NN NN CC JJ NN . VBP IN DT JJ CD NNS IN NNP PRP VBD IN VBG DT NN IN PRP$ NN CC NNS IN JJ CC VBG DT NN IN PRP$ NNS , NNP DT NN VBD . IN NNP TO NNP NNP NNP CD CD IN PRP$ NN , RB IN JJ NN IN DT JJ NN JJ NN . DT NN VBD JJR IN VBD NN CC VBG JJ NNS CC NN NNS RB VB NNS . NNP NNP , RB VBN IN CD NN IN NNP , VBD VBN NN IN NNP , JJR IN DT VBD NNP NN IN CD CD . DT CD NN NN VBZ TO NNP NN IN NNP . DT NNP NN VBZ RB RB RB DT NN , CC VBZ RB VBN IN DT JJ NN IN NNP TO DT NN , RB IN DT NNP JJ NN IN NNS VBP VBZ RBR NNP . : NNP NNP , NNP NNP NNP NNP"
221,"NNP NNP NNP NNP IN NNP NNP NN . NNP NNP DT NNP NNP IN NNP NNP IN NNP DT NNP NNP NN IN NNP , DT NN VBD . : NNP NNP NNP CD NNP NNP"
222,NNP
223,"NNP NNP DT NNP VBP VBZ RB , NNP IN NNP NNP . NNP NNP NNP , NNP NNP NNP NNP NNP VBD DT NNP IN PRP$ JJ NNP NN IN DT NNP NNP NNPS IN NNP IN DT NN NN NNP NN IN NNP . CC NNP VBD PRP$ NN VBZ PRP IN DT JJ NN IN DT NN , RB TO DT NN NN NN TO NNP NNP . NNP NNS JJS IN DT NN CC VBD JJ NNP VBD IN DT NNP NNP WRB NNP NNP NNP NNP VBD NN IN DT NNP NNP NNP TO NNP DT NN IN DT VBG JJ NNP CC IN DT JJ NN . NNP NNP VBD CD IN DT CD IN NN NN , VBG DT NNP VBN NN VBD IN RB IN DT NN . DT JJ NNP NNP VBD -NONE- IN DT JJ NNP NNP NNP IN DT JJ NNP . IN JJ DT JJ NN NN CD NNS IN , NNP VBP IN DT NN IN NNS . CD NNP IN NNP NNP IN DT JJ CD NNS VBN NNP TO VB IN NNP CC NNP DT CD NNS IN PRP$ VBG NN IN NNP . NNP NNP NNP DT NN IN DT NNP NNP , VBG TO VB DT NNP NNP NNP VBZ DT NNP NNP WDT NNP NNP NNP VBD TO VB VBN CC RB VBN TO VB IN DT NN . PRP VBD DT JJ VBN NNP IN NNP IN CD NNS . NNP NNP NNP VBD TO NNP DT JJ NN IN DT NN IN DT NNP NNP CC RB VBD TO VB PRP IN DT JJ NNP IN NNP POS NN . NNP NNP VBD VBN NNP DT NN IN DT NNP NN IN DT NNP NNP . NNP RB RB NNP TO DT NNP NN NN IN JJS IN DT NN CC NN VBZ DT NNP NNP . NNP VBD RP NN NNP NNP PRP VBD . NNP NNP NNP NNP VBD : POS POS DT NNP JJ NN JJ NN IN PRP . DT NNP NNP RB CC RB VBD NNP CC VBD JJ NNS WDT VBD PRP RB IN PRP . POS POS NNP , NNP IN DT NNP NNP IN NNP CC VBD NNP IN DT NN IN NNP , VBP NNP TO VB PRP$ NN RB . NNP NNP NNP NNP CC NNP NNP VBD IN NNP IN NNP IN NNP DT NNP . DT CD NNS VBP NN IN CD NN DT IN CD NN ."
224,"NNP NNP NNP DT NNP RB IN PRP IN DT NN . NNP NNP NNP NNP NNP NNP IN CD IN PRP$ NNS IN NNP IN NNP JJR IN DT NN IN DT NNP NNP VBD PRP VBD VBG JJ NNS IN NNP . NNP , WP NNP NNP NNP VBD VBD JJ TO CD IN NNP NN , VBD VBN IN DT NNP NNP NNP RB CD IN DT NN VBN NNP IN NNP IN NNP JJ NN . NNP NNP VBZ IN IN NNP CC NNP VBD PRP VBD VBN VBN NNP NNP NNP , WP VBD VBN NNP IN DT NNP NN IN CD NNS IN IN DT NNP NN . NNP VBD PRP$ NN IN DT NNP NNP NNP , WRB PRP VBD NN IN VBG VBD IN DT JJ NN WDT VBZ VBD IN DT NNP IN . NNP VBD PRP VBD RB DT NN CD NNS IN IN DT NN . NNP PRP VBD DT NNP NNP IN DT JJ NN , NNP NNP VBD . NNP PRP VBD PRP MD VB JJ TO VB PRP RB CC PRP VBD PRP MD VB JJ . PRP VBP RB VBZ DT JJ NN IN PRP TO VB . NNP NNP : NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP ."
